id	choice_key	dilemma_key	payload_key	value
27275223	SECOND	sw_rebellion_rioting_household_guard_vik_reg_lunden	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275224	SECOND	sw_rebellion_rioting_household_guard_vik_reg_lunden	TARGET	EVENT
27275225	FIRST	sw_rebellion_rioting_household_guard_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275226	SECOND	sw_rebellion_rioting_household_guard_vik_reg_mameceaster	DAMAGE_BUILDING	MIN[40];MAX[90]
27275227	SECOND	sw_rebellion_rioting_household_guard_vik_reg_mameceaster	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275228	SECOND	sw_rebellion_rioting_household_guard_vik_reg_mameceaster	TARGET	EVENT
27275229	FIRST	sw_rebellion_rioting_household_guard_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275230	SECOND	sw_rebellion_rioting_household_guard_vik_reg_nas	DAMAGE_BUILDING	MIN[40];MAX[90]
27275231	SECOND	sw_rebellion_rioting_household_guard_vik_reg_nas	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275232	SECOND	sw_rebellion_rioting_household_guard_vik_reg_nas	TARGET	EVENT
27275233	FIRST	sw_rebellion_rioting_household_guard_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275234	SECOND	sw_rebellion_rioting_household_guard_vik_reg_northhamtun	DAMAGE_BUILDING	MIN[40];MAX[90]
27275235	SECOND	sw_rebellion_rioting_household_guard_vik_reg_northhamtun	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275236	SECOND	sw_rebellion_rioting_household_guard_vik_reg_northhamtun	TARGET	EVENT
27275237	FIRST	sw_rebellion_rioting_household_guard_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275238	SECOND	sw_rebellion_rioting_household_guard_vik_reg_northwic	DAMAGE_BUILDING	MIN[40];MAX[90]
27275239	SECOND	sw_rebellion_rioting_household_guard_vik_reg_northwic	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275240	SECOND	sw_rebellion_rioting_household_guard_vik_reg_northwic	TARGET	EVENT
27275241	FIRST	sw_rebellion_rioting_household_guard_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275242	SECOND	sw_rebellion_rioting_household_guard_vik_reg_rath_cruachan	DAMAGE_BUILDING	MIN[40];MAX[90]
27275243	SECOND	sw_rebellion_rioting_household_guard_vik_reg_rath_cruachan	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275244	SECOND	sw_rebellion_rioting_household_guard_vik_reg_rath_cruachan	TARGET	EVENT
27275245	FIRST	sw_rebellion_rioting_household_guard_vik_reg_rendlesham	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275246	SECOND	sw_rebellion_rioting_household_guard_vik_reg_rendlesham	DAMAGE_BUILDING	MIN[40];MAX[90]
27275247	SECOND	sw_rebellion_rioting_household_guard_vik_reg_rendlesham	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275248	SECOND	sw_rebellion_rioting_household_guard_vik_reg_rendlesham	TARGET	EVENT
27275249	FIRST	sw_rebellion_rioting_household_guard_vik_reg_scoan	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275250	SECOND	sw_rebellion_rioting_household_guard_vik_reg_scoan	DAMAGE_BUILDING	MIN[40];MAX[90]
27275251	SECOND	sw_rebellion_rioting_household_guard_vik_reg_scoan	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275252	SECOND	sw_rebellion_rioting_household_guard_vik_reg_scoan	TARGET	EVENT
27275253	FIRST	sw_rebellion_rioting_household_guard_vik_reg_seolesigge	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275254	SECOND	sw_rebellion_rioting_household_guard_vik_reg_seolesigge	DAMAGE_BUILDING	MIN[40];MAX[90]
27275255	SECOND	sw_rebellion_rioting_household_guard_vik_reg_seolesigge	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275256	SECOND	sw_rebellion_rioting_household_guard_vik_reg_seolesigge	TARGET	EVENT
27275257	FIRST	sw_rebellion_rioting_household_guard_vik_reg_snotingaham	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275258	SECOND	sw_rebellion_rioting_household_guard_vik_reg_snotingaham	DAMAGE_BUILDING	MIN[40];MAX[90]
27275259	SECOND	sw_rebellion_rioting_household_guard_vik_reg_snotingaham	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275260	SECOND	sw_rebellion_rioting_household_guard_vik_reg_snotingaham	TARGET	EVENT
27275261	FIRST	sw_rebellion_rioting_household_guard_vik_reg_steanford	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275262	SECOND	sw_rebellion_rioting_household_guard_vik_reg_steanford	DAMAGE_BUILDING	MIN[40];MAX[90]
27275263	SECOND	sw_rebellion_rioting_household_guard_vik_reg_steanford	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275264	SECOND	sw_rebellion_rioting_household_guard_vik_reg_steanford	TARGET	EVENT
27275265	FIRST	sw_rebellion_rioting_household_guard_vik_reg_tamworthige	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275266	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tamworthige	DAMAGE_BUILDING	MIN[40];MAX[90]
27275267	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tamworthige	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275268	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tamworthige	TARGET	EVENT
27275269	FIRST	sw_rebellion_rioting_household_guard_vik_reg_tintagol	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275270	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tintagol	DAMAGE_BUILDING	MIN[40];MAX[90]
27275271	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tintagol	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275272	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tintagol	TARGET	EVENT
27275273	FIRST	sw_rebellion_rioting_household_guard_vik_reg_tor_in_duine	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275274	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tor_in_duine	DAMAGE_BUILDING	MIN[40];MAX[90]
27275275	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tor_in_duine	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275276	SECOND	sw_rebellion_rioting_household_guard_vik_reg_tor_in_duine	TARGET	EVENT
27275277	FIRST	sw_rebellion_rioting_household_guard_vik_reg_vedrafjordr	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275278	SECOND	sw_rebellion_rioting_household_guard_vik_reg_vedrafjordr	DAMAGE_BUILDING	MIN[40];MAX[90]
27275279	SECOND	sw_rebellion_rioting_household_guard_vik_reg_vedrafjordr	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275280	SECOND	sw_rebellion_rioting_household_guard_vik_reg_vedrafjordr	TARGET	EVENT
27275281	FIRST	sw_rebellion_rioting_household_guard_vik_reg_veisafjordr	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275282	SECOND	sw_rebellion_rioting_household_guard_vik_reg_veisafjordr	DAMAGE_BUILDING	MIN[40];MAX[90]
27275283	SECOND	sw_rebellion_rioting_household_guard_vik_reg_veisafjordr	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275284	SECOND	sw_rebellion_rioting_household_guard_vik_reg_veisafjordr	TARGET	EVENT
27275285	FIRST	sw_rebellion_rioting_household_guard_vik_reg_waerincwicum	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275286	SECOND	sw_rebellion_rioting_household_guard_vik_reg_waerincwicum	DAMAGE_BUILDING	MIN[40];MAX[90]
27275287	SECOND	sw_rebellion_rioting_household_guard_vik_reg_waerincwicum	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275288	SECOND	sw_rebellion_rioting_household_guard_vik_reg_waerincwicum	TARGET	EVENT
27275289	FIRST	sw_rebellion_rioting_household_guard_vik_reg_werham	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275290	SECOND	sw_rebellion_rioting_household_guard_vik_reg_werham	DAMAGE_BUILDING	MIN[40];MAX[90]
27275291	SECOND	sw_rebellion_rioting_household_guard_vik_reg_werham	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275292	SECOND	sw_rebellion_rioting_household_guard_vik_reg_werham	TARGET	EVENT
27275293	FIRST	sw_rebellion_rioting_household_guard_vik_reg_wintanceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275294	SECOND	sw_rebellion_rioting_household_guard_vik_reg_wintanceaster	DAMAGE_BUILDING	MIN[40];MAX[90]
27275295	SECOND	sw_rebellion_rioting_household_guard_vik_reg_wintanceaster	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275296	SECOND	sw_rebellion_rioting_household_guard_vik_reg_wintanceaster	TARGET	EVENT
27275297	FIRST	sw_rebellion_soldiers_arrive_vik_reg_aberffro	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275298	SECOND	sw_rebellion_soldiers_arrive_vik_reg_aberffro	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275299	FIRST	sw_rebellion_soldiers_arrive_vik_reg_aberffro	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275300	FIRST	sw_rebellion_soldiers_arrive_vik_reg_aberteifi	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275301	SECOND	sw_rebellion_soldiers_arrive_vik_reg_aberteifi	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275302	FIRST	sw_rebellion_soldiers_arrive_vik_reg_aberteifi	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275303	FIRST	sw_rebellion_soldiers_arrive_vik_reg_achadh_bo	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275304	SECOND	sw_rebellion_soldiers_arrive_vik_reg_achadh_bo	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275305	FIRST	sw_rebellion_soldiers_arrive_vik_reg_achadh_bo	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275306	FIRST	sw_rebellion_soldiers_arrive_vik_reg_aethelingaeg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275307	SECOND	sw_rebellion_soldiers_arrive_vik_reg_aethelingaeg	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275308	FIRST	sw_rebellion_soldiers_arrive_vik_reg_aethelingaeg	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275309	FIRST	sw_rebellion_soldiers_arrive_vik_reg_airchardan	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275310	SECOND	sw_rebellion_soldiers_arrive_vik_reg_airchardan	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275311	FIRST	sw_rebellion_soldiers_arrive_vik_reg_airchardan	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275312	FIRST	sw_rebellion_soldiers_arrive_vik_reg_bebbanburg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275313	SECOND	sw_rebellion_soldiers_arrive_vik_reg_bebbanburg	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275314	FIRST	sw_rebellion_soldiers_arrive_vik_reg_bebbanburg	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275315	FIRST	sw_rebellion_soldiers_arrive_vik_reg_blascona	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275316	SECOND	sw_rebellion_soldiers_arrive_vik_reg_blascona	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275317	FIRST	sw_rebellion_soldiers_arrive_vik_reg_blascona	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275318	FIRST	sw_rebellion_soldiers_arrive_vik_reg_bornais	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275319	SECOND	sw_rebellion_soldiers_arrive_vik_reg_bornais	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275320	FIRST	sw_rebellion_soldiers_arrive_vik_reg_bornais	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275321	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cair_gwent	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275322	SECOND	sw_rebellion_soldiers_arrive_vik_reg_cair_gwent	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275323	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cair_gwent	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275324	FIRST	sw_rebellion_soldiers_arrive_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275325	SECOND	sw_rebellion_soldiers_arrive_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275326	FIRST	sw_rebellion_soldiers_arrive_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275327	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275328	SECOND	sw_rebellion_soldiers_arrive_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275329	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275330	FIRST	sw_rebellion_soldiers_arrive_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275331	SECOND	sw_rebellion_soldiers_arrive_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275332	FIRST	sw_rebellion_soldiers_arrive_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275333	FIRST	sw_rebellion_soldiers_arrive_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275334	SECOND	sw_rebellion_soldiers_arrive_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275335	FIRST	sw_rebellion_soldiers_arrive_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275336	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275337	SECOND	sw_rebellion_soldiers_arrive_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275338	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275339	FIRST	sw_rebellion_soldiers_arrive_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275340	SECOND	sw_rebellion_soldiers_arrive_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275341	FIRST	sw_rebellion_soldiers_arrive_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275342	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275343	SECOND	sw_rebellion_soldiers_arrive_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275344	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275345	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275346	SECOND	sw_rebellion_soldiers_arrive_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275347	FIRST	sw_rebellion_soldiers_arrive_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275348	FIRST	sw_rebellion_soldiers_arrive_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275349	SECOND	sw_rebellion_soldiers_arrive_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275350	FIRST	sw_rebellion_soldiers_arrive_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275351	FIRST	sw_rebellion_soldiers_arrive_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275352	SECOND	sw_rebellion_soldiers_arrive_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275353	FIRST	sw_rebellion_soldiers_arrive_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275354	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275355	SECOND	sw_rebellion_soldiers_arrive_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275356	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275357	FIRST	sw_rebellion_soldiers_arrive_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275358	SECOND	sw_rebellion_soldiers_arrive_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275359	FIRST	sw_rebellion_soldiers_arrive_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275360	FIRST	sw_rebellion_soldiers_arrive_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275361	SECOND	sw_rebellion_soldiers_arrive_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275362	FIRST	sw_rebellion_soldiers_arrive_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275363	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275364	SECOND	sw_rebellion_soldiers_arrive_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275365	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275366	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275367	SECOND	sw_rebellion_soldiers_arrive_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275368	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275369	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275370	SECOND	sw_rebellion_soldiers_arrive_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275371	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275372	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275373	SECOND	sw_rebellion_soldiers_arrive_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275374	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275375	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275376	SECOND	sw_rebellion_soldiers_arrive_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275377	FIRST	sw_rebellion_soldiers_arrive_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275378	FIRST	sw_rebellion_soldiers_arrive_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275379	SECOND	sw_rebellion_soldiers_arrive_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275380	FIRST	sw_rebellion_soldiers_arrive_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275381	FIRST	sw_rebellion_soldiers_arrive_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275382	SECOND	sw_rebellion_soldiers_arrive_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275383	FIRST	sw_rebellion_soldiers_arrive_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275384	FIRST	sw_rebellion_soldiers_arrive_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275385	SECOND	sw_rebellion_soldiers_arrive_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275386	FIRST	sw_rebellion_soldiers_arrive_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275387	FIRST	sw_rebellion_soldiers_arrive_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275388	SECOND	sw_rebellion_soldiers_arrive_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275389	FIRST	sw_rebellion_soldiers_arrive_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275390	FIRST	sw_rebellion_soldiers_arrive_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275391	SECOND	sw_rebellion_soldiers_arrive_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275392	FIRST	sw_rebellion_soldiers_arrive_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275393	FIRST	sw_rebellion_soldiers_arrive_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275394	SECOND	sw_rebellion_soldiers_arrive_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275395	FIRST	sw_rebellion_soldiers_arrive_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275396	FIRST	sw_rebellion_soldiers_arrive_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275397	SECOND	sw_rebellion_soldiers_arrive_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275398	FIRST	sw_rebellion_soldiers_arrive_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275399	FIRST	sw_rebellion_soldiers_arrive_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275400	SECOND	sw_rebellion_soldiers_arrive_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275401	FIRST	sw_rebellion_soldiers_arrive_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275402	FIRST	sw_rebellion_soldiers_arrive_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275403	SECOND	sw_rebellion_soldiers_arrive_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275404	FIRST	sw_rebellion_soldiers_arrive_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275405	FIRST	sw_rebellion_soldiers_arrive_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275406	SECOND	sw_rebellion_soldiers_arrive_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275407	FIRST	sw_rebellion_soldiers_arrive_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275408	FIRST	sw_rebellion_soldiers_arrive_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275409	SECOND	sw_rebellion_soldiers_arrive_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275410	FIRST	sw_rebellion_soldiers_arrive_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275411	FIRST	sw_rebellion_soldiers_arrive_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275412	SECOND	sw_rebellion_soldiers_arrive_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275413	FIRST	sw_rebellion_soldiers_arrive_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275414	FIRST	sw_rebellion_soldiers_arrive_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275415	SECOND	sw_rebellion_soldiers_arrive_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275416	FIRST	sw_rebellion_soldiers_arrive_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275417	FIRST	sw_rebellion_soldiers_arrive_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275418	SECOND	sw_rebellion_soldiers_arrive_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275419	FIRST	sw_rebellion_soldiers_arrive_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275420	FIRST	sw_rebellion_soldiers_arrive_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275421	SECOND	sw_rebellion_soldiers_arrive_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275422	FIRST	sw_rebellion_soldiers_arrive_vik_reg_mameceaster	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275423	FIRST	sw_rebellion_soldiers_arrive_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275424	SECOND	sw_rebellion_soldiers_arrive_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
27275425	FIRST	sw_rebellion_soldiers_arrive_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_riot_ends]
27275426	FIRST	sw_rebellion_soldiers_arrive_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275427	SECOND	sw_rebellion_soldiers_arrive_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_riots_soldiers_stationed]
